nome;fabricante;categoria; vlr_custo ; vlr_varejo ;cod_ncm;cod_forma_aquisicao;cod_origem_mercadoria;Tipo de Tributacao;cod_regra_padrao;dsc_unidade_comercial
33363 ROLAMENTO FH12/NH12/FM(4x2)  KSW 101.17AC - Alt.-86,5\Dia.66,8;SACHS;Produto Acabado L.P.; R$ 109,00 ; R$388,00 ;87089300;30;11;19;58;PECA
11469 - VOLVO NL 10 DIA 475;SACHS;Produto Acabado L.P.; R$ 300,00 ; R$2.100,00 ;87089300;30;11;19;58;PECA
11249-2 PLATÔ 280mm LUK EMPURRADO(chapa) MBB1113;LUK;Produto Acabado L.P.; R$ 80,00 ; R$225,00 ;87089300;30;11;19;58;PECA
55080 DISCO 380 MODERNO S/PRE;SACHS;Produto Acabado L.P.; R$ 226,00 ; R$618,00 ;87089300;30;11;19;58;PECA
55408 Disco Embreagem Dia. 250 Aplic. 608;SACHS;Produto Acabado L.P.; R$ 112,00 ; R$220,00 ;87089300;30;11;19;58;PECA
11192 PLATÔ F.F. 330mm MBB 366;SACHS;Produto Acabado L.P.; R$ 90,00 ; R$288,00 ;87089300;30;11;19;58;PECA
11236 Plato Embreagem Dia 310 Aplicação 1313 mm;SACHS;Produto Acabado L.P.; R$ 80,00 ; R$263,00 ;87089300;30;11;19;58;PECA
66597 - KIT 395mm - 11546\55597\33397 - VW CONSTELLATION 17-250E\23-260E\24-250E\26-280E\31-280E;SACHS;Produto Acabado L.P.; R$ 675,00 ; R$2.250,00 ;87089300;30;11;19;58;PECA
55326 - DISCO 330mm MBBB 1114/1313/1314/1714/1718 OM366 136cv;SACHS;Produto Acabado L.P.; R$ 163,00 ; R$314,00 ;87089300;30;11;19;58;PECA
33324 MANCAL 330mm MBB (motor 366) / HCS 06P15 / KSW 101.34F;SACHS;Produto Acabado L.P.; R$ 60,00 ; R$130,00 ;87089300;30;11;19;58;PECA
33352 MANCAL 430mm SCANIA R 113 / T 113 / TH 113 / T 143;SACHS;Produto Acabado L.P.; R$ 112,00 ; R$312,00 ;87089300;30;11;19;58;PECA
33399 - Rolamento 330mm - Iveco Vertis 90V16 / 90V18 Iveco NEF4 Euro 3 e 5;SACHS;Produto Acabado L.P.; R$ 70,00 ; R$180,00 ;87089300;30;11;19;58;PECA
66596 - KIT 430mm - 11596\55596\33396 - VW CONSTELLATION 19-320E\340E\360E\25-320E\26-360E\31-320E;SACHS;Produto Acabado L.P.; R$ 500,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
55421 - DISCO 430MM VOLVO B10M;SACHS;Produto Acabado L.P.; R$ 350,00 ; R$952,00 ;87089300;30;11;19;58;PECA
66983 - KIT 380mm - 11082\55383\33392 -S/ MORINGA- F.Cargo2422e\2428e\VW16-300\18-310\26-310\31-310;SACHS;Produto Acabado L.P.; R$ 528,00 ; R$1.798,00 ;87089300;30;11;19;58;PECA
55035 DISCO 350mm Moderno\ MBB 1620 \ FORD CARGO;SACHS;Produto Acabado L.P.; R$ 174,00 ; R$479,00 ;87089300;30;11;19;58;PECA
11142-2 PLATÔ325 LUK  FORD 13¨;LUK;Produto Acabado L.P.; R$ 90,00 ; R$246,50 ;87089300;30;11;19;58;PECA
11599 Plato Embreagem Dia 362 Aplicação 13180/15180 Constell;SACHS;Produto Acabado L.P.; R$ 160,00 ; R$686,00 ;87089300;30;11;19;58;PECA
55599 Disco Embreagem Dia 362 Constellation;SACHS;Produto Acabado L.P.; R$ 256,00 ; R$579,00 ;87089300;30;11;19;58;PECA
33739 - MANCAL 395mm VW Constellation 24-280 / 15-190 - 2010... (Automatizado)- Alt. 37,0;SACHS;Produto Acabado L.P.; R$ 79,00 ; R$174,00 ;87089300;30;11;19;58;PECA
33395-3 MANCAL395mm EATON C/MORINGA(bojudo\baixo) - Ford Cargo2632/5032E - VW 26-260E \ KSW 101.71;EATON;Produto Acabado L.P.; R$ 115,00 ; R$198,00 ;87089300;30;11;19;58;PECA
55389 SCANIA R112 430mm;SACHS;Produto Acabado L.P.; R$ 390,00 ; R$952,00 ;87089300;30;11;19;58;PECA
55295-3 DISCO 395mm Cargo 2632/5032E \\ 1723 PANDA(cubo baixo) estria grossa;EATON;Produto Acabado L.P.; R$ 262,00 ; R$756,00 ;87089300;30;11;19;58;PECA
55548 DISCO 350mm (pré) VW Worker 13-170E \ IVECO Eurocargo 170E21;SACHS;Produto Acabado L.P.; R$ 1,00 ;;87089300;30;11;19;58;PECA
55535-1 DISCO 430mm VALEO MBB AXOR 2540;VALEO;Produto Acabado L.P.; R$ 250,00 ; R$952,00 ;87089300;30;11;19;58;PECA
RCH 5336 AC  MANCAL 430mm ( referente a SACHS 33366);SACHS;Produto Acabado L.P.; R$ 118,00 ; R$387,00 ;87089300;30;11;19;58;PECA
55638 DISCO 395 PRÉ 4 MOLAS VW 15 190 OD /17-230 OD/ MAN 4.6L ZF 6S-1010 BO;SACHS;Produto Acabado L.P.; R$ 264,00 ; R$756,00 ;87089300;30;11;19;58;PECA
55738 SCANIA P93 WGTZ 400mm;SACHS;Produto Acabado L.P.; R$ 150,00 ; R$350,00 ;87089300;30;11;19;58;PECA
55666 Disco 350mm OM 366;SACHS;Produto Acabado L.P.; R$ 181,00 ; R$485,00 ;87089300;30;11;19;58;PECA
55450 DISCO 430 mm SCN P310\G420-440\K94 ônibus;SACHS;Produto Acabado L.P.; R$ 292,00 ; R$952,00 ;87089300;30;11;19;58;PECA
55781-3 Disco cargo 1421 Mola pequena;EATON;Produto Acabado L.P.; R$ 200,00 ; R$500,00 ;87089300;30;11;19;58;PECA
33394-3 MANCAL365mm  EATON C/MORINGA MODERNO(reforçado) (PANDA) / HCS 05P16 / KSW 101.75AC;EATON;Produto Acabado L.P.; R$ 115,00 ; R$412,00 ;87089300;30;11;19;58;PECA
77705 VOLVO N10 380MM;SACHS;Produto Acabado L.P.; R$ 597,00 ; R$2.391,00 ;87089300;30;11;19;58;PECA
55697 -  VOLVO FH, FM12 /2002, NH12, NL10 /02.1997, B12B, B12R Estria grossa;SACHS;Produto Acabado L.P.; R$ 292,00 ; R$952,00 ;87089300;30;11;19;58;PECA
11542-1 PLATÔ 430mm VALEO IVECO EURO TECH/TRAKKER/STRALIS - 8210.42 KA 13.8 Turbo / FORD Cargo 2042;VALEO;Produto Acabado L.P.; R$ 300,00 ; R$1.112,00 ;87089300;30;11;19;58;PECA
11596 Plato Embreagem Dia 430 Aplicação CONSTELLATION 17/19;SACHS;Produto Acabado L.P.; R$ 250,00 ; R$1.112,00 ;87089300;30;11;19;58;PECA
11579 KIT 350mm - 11579\55723 Cargo 1215/ 1417/ 2217 Ônibus B 1618/ VW 12-170/ 13-180/ Worker 13-190;SACHS;Produto Acabado L.P.; R$ 310,00 ; R$1.235,00 ;87089300;30;11;19;58;PECA
55596 DISCO430mm VW 19-320 CONSTELLATION;SACHS;Produto Acabado L.P.; R$ 476,00 ; R$952,00 ;87089300;30;11;19;58;PECA
55295 DISCO 395mm Cargo 2632/5032E \\ 1723 PANDA(cubo baixo) estria grossa;SACHS;Produto Acabado L.P.; R$ 262,00 ; R$756,00 ;87089300;30;11;19;58;PECA
33348 / 33345 MANCAL 430mm MBB O-400 / 1935 / KSW 101.37AC/;SACHS;Produto Acabado L.P.; R$ 107,00 ; R$331,00 ;87089300;30;11;19;58;PECA
11413 - Volvo 430mm - FH / FM 13 4x2 D13 A 400 / 440 / 480 / 520;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$1.316,00 ;87089300;30;11;19;58;PECA
33346 MANCAL 430mm  MBB O400\1935;SACHS;Produto Acabado L.P.; R$ 102,00 ; R$389,00 ;87089300;30;11;19;58;PECA
11597 PLATÔ 395mm VW 17-250 / Constellation 17-250E / 17-260E / 23-260E / 24-250E;SACHS;Produto Acabado L.P.; R$ 170,00 ; R$925,00 ;87089300;30;11;19;58;PECA
66273 - KIT 430mm - 11273\55655\33346 - MBB1935\1941\O400;SACHS;Produto Acabado L.P.; R$ 570,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
66204 KIT 310mm - 11204\55367\33326 - MBB 710 / 712 / 912 / 915;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$726,00 ;87089300;30;11;19;58;PECA
66413 -KIT 430mm - 11413\55413\33308 - VOLVO FH / FM 13 4x2 D13 A 400 / 440 / 480 / 520 VT 2214;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.381,00 ;87089300;30;11;19;58;PECA
11518 PLATÔ430mm PUXADO VOLVOFM12/FH12 (4X2) FM12(6X4) GLOBE(6X2);SACHS;Produto Acabado L.P.; R$ 250,00 ; R$1.112,00 ;87089300;30;11;19;58;PECA
55698 DISCO430mm 24estrias /larg. lona 95mmVOLVONH12/FH12/FM12;SACHS;Produto Acabado L.P.; R$ 230,00 ; R$952,00 ;87089300;30;11;19;58;PECA
66698 - KIT 430mm - 11518\55698\33308 - VOLVO FM12\ NH12;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
11150 PLATÔ 380mm F.F. ALAVANCA - MBB 1519;SACHS;Produto Acabado L.P.; R$ 1,00 ;;87089300;30;11;19;58;PECA
66453 - KIT 430mm - 11453\55453\33350 - Scania Série5 G380\420\440 - P250\270\310 - R500\560;SACHS;Produto Acabado L.P.; R$ 500,00 ; R$2.281,00 ;87089300;30;11;19;58;PECA
55382-3 DIA365mm Eaton 1723 - 2014;EATON;Produto Acabado L.P.; R$ 220,00 ; R$400,00 ;87089300;30;11;19;58;PECA
66542 - KIT 430mm - 11542\55655\33366 - IVECO Euro tech\Euro trakker;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.583,00 ;87089300;30;11;19;58;PECA
66497 - KIT430mm - 11097\55705\33377 - MBB 1938\1944\O500;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
66395-3 - KIT 395mm EATON F.F. - 11395-3\55294-3/33395-3 -VW 31- 310/ constel.31-260 /FORD-2422/2622;EATON;Produto Acabado L.P.; R$ 720,00 ; R$2.681,00 ;87089300;30;11;19;58;PECA
11453-1   SCANIA 430 - G 380 6x2 / G 420 6x4 / G 440 6x4 / R 440 6x4;VALEO;Produto Acabado L.P.; R$ 200,00 ; R$1.112,00 ;87089300;30;11;19;58;PECA
66705 - KIT 430mm - 11542\55705\33390 - MBB O500;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
66981 - KIT 380mm - 11082\55080/33392 - F. Cargo1630\1730 - VW 17-310\24-250\TITAN 18-310 C/ MORINGA;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$1.798,00 ;87089300;30;11;19;58;PECA
66987 - KIT 380mm - 11082\55385\33392 COM MORINGA - VW 15-180EOD;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$1.798,00 ;87089300;30;11;19;58;PECA
CONJ. 325 FORD 13 - 11142/55585;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$594,00 ;87089300;30;11;19;58;PECA
55067-3 DISCO 365MM EATON 5 MOLAS blindado / estria fina;EATON;Produto Acabado L.P.; R$ 1,00 ; R$500,00 ;87089300;30;11;19;58;PECA
66201 - KIT 420mm - 11201-55345-33375 \ estria fina \ - Scania 112;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$1.871,00 ;87089300;30;11;19;58;PECA
66543 - KIT 430mm - 11542/55705/33366 - IVECO STRALIS\CURSOR 4X2\6X2\6X4;SACHS;Produto Acabado L.P.; R$ 774,90 ; R$2.583,00 ;87089300;30;11;19;58;PECA
CONJ. 325 FORD 13 - 11142-2/55293-2;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$594,00 ;87089300;30;11;19;58;PECA
55535-DISCO AXOR 2540 MBB;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$952,00 ;87089300;30;11;19;58;PECA
Mancal vw constalation  15.190 / 17.230 A partir 2011 Mecanico - Alt. 37 dia 57,5 Enc. Men.;SACHS;Produto Acabado L.P.; R$ 200,00 ; R$390,00 ;87089300;30;11;19;58;PECA
66584- KIT 430mm 1542-5435-3345 MB1935/1941;SACHS;Produto Acabado L.P.; R$ 430,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
66342 - KIT 362mm - 11342\555223\33361 - MB1214/1215C /914C\712C\915E\Acello1016;SACHS;Produto Acabado L.P.; R$ 703,50 ; R$1.407,00 ;87089300;30;11;19;58;PECA
33739NV - MANCAL 395mm VW Constellation 24-280 / 15-190 - 2010... (Automatizado)- Alt. 37,0;SACHS;Produto Acabado L.P.; R$ 142,00 ; R$278,00 ;87089300;30;11;19;58;PECA
55385 DISCO 380mm  VW 15 180 EOD / 15 190 EOD;SACHS;Produto Acabado L.P.; R$ 1,00 ;;87089300;30;11;19;58;PECA
66414 KIT 395mm - 11546\55597\33739 VW 15 190 EOD/ 17 230 EOD;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.210,00 ;87089300;30;11;19;58;PECA
66168 KIT 430mm CONSTELLATION  17330/19330/19400 1596-5596-3398;SACHS;Produto Acabado L.P.; R$ 1.338,00 ; R$2.676,00 ;87089300;30;11;19;58;PECA
66258 - KIT 350mm F.F. Mola memb.- 11258/55335/33325 - MBB 1418\1620\1720 - IVECO eurocargo 160E21;SACHS;Produto Acabado L.P.; R$ 597,00 ; R$1.194,00 ;87089300;30;11;19;58;PECA
11981-3 FORD 2425e;EATON;Produto Acabado L.P.; R$ 200,00 ; R$1.058,00 ;87089300;30;11;19;58;PECA
KIT IVECO 60/30;SACHS;Produto Acabado L.P.; R$ 100,00 ; R$1.100,00 ;87089300;30;11;19;58;PECA
11534 Plato 380mm;SACHS;Produto Acabado L.P.; R$ 150,00 ; R$736,00 ;87089300;30;11;19;58;PECA
66246 - KIT 250mm - 11246\55408\33310 - MBB 608\609;SACHS;Produto Acabado L.P.; R$ 210,00 ; R$507,00 ;87089300;30;11;19;58;PECA
66583 - KIT 362mm - 11343\55524\33325 - MBB OF1417\1418 - OH1417\1418 -  OM904;SACHS;Produto Acabado L.P.; R$ 703,50 ; R$1.407,00 ;87089300;30;11;19;58;PECA
6520-5S - KIT 395 MB2428 com atuador 1546-5765-3361;SACHS;Produto Acabado L.P.; R$ 840,00 ; R$1.680,00 ;87089300;30;11;19;58;PECA
66978 - KIT 380mm S/ MORINGA - 11079/55383/33359 - FORD Cargo 1421\1622\F-12000\VW26-220 MOLA 159;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$1.798,00 ;87089300;30;11;19;58;PECA
55782-3 DISCO 365MM EATON reforçado/estria grossa / 128683 cód. eaton;EATON;Produto Acabado L.P.; R$ 205,00 ; R$500,00 ;87089300;30;11;19;58;PECA
33392 MANCAL 380mm c/moringa Plástico(aba de apoio larg) VW TITAN- hcs 04P05 \ksw 101.04s\sachs 3359;SACHS;Produto Acabado L.P.; R$ 112,00 ; R$250,00 ;87089300;30;11;19;58;PECA
33361 MANCAL 395mm  1722 - ATUADOR;SACHS;Produto Acabado L.P.; R$ 200,00 ; R$300,00 ;87089300;30;11;19;58;PECA
66358 - KIT 350mm F.F. 11258\55035\33325 MBB 1620\1418 IVECO EUROCARGO 160E21;SACHS;Produto Acabado L.P.; R$ 659,00 ; R$1.318,00 ;87089300;30;11;19;58;PECA
55453 - Scania 430mm - G 380 6x2 / G 420 6x4 / G 440 6x4 / R 440 6x4;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$952,00 ;87089300;30;11;19;58;PECA
CONJ. PLATÔ/DISCO 310mm MB912 - 1203/5391;SACHS;Produto Acabado L.P.; R$ 170,00 ; R$637,00 ;87089300;30;11;19;58;PECA
55331 DISCO420mm ESTRIA GROSSA SCANIA 111;SACHS;Produto Acabado L.P.; R$ 404,00 ; R$808,00 ;87089300;30;11;19;58;PECA
33350NV MANCAL 430mm SCANIA 114/124 APÓS08/2003 G420/440/P310;SACHS;Produto Acabado L.P.; R$ 200,00 ; R$398,00 ;87089300;30;11;19;58;PECA
66599 - KIT 362mm - 11599\55599\33397 - VW CONSTELLATION 13-180E\15-180E;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$1.407,00 ;87089300;30;11;19;58;PECA
66612 - KIT 350mm - 11512\55536\33309 - MBB 1620\1720\OF 1620\1721;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$1.167,00 ;87089300;30;11;19;58;PECA
66167-1 KIT IVECO 35S14;VALEO;Produto Acabado L.P.; R$ 1,00 ; R$559,00 ;87089300;30;11;19;58;PECA
33359 MANCAL 350/380mm  FORD Cargo 1317 / 2421 \ IVECO 170 E21 / HCS 02P03 / KSW 101.04AC;SACHS;Produto Acabado L.P.; R$ 105,00 ; R$398,00 ;87089300;30;11;19;58;PECA
66498-KIT 430mm - 11518\55697\33363 - VOLVO FH, FM12 /2002, NH12, NL10 /02.1997, B12B, B12R;SACHS;Produto Acabado L.P.; R$ 450,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
55273 - DISCO420mm  MBB1924/1929/1933/2225/2325/O370 acima de 285cv;SACHS;Produto Acabado L.P.; R$ 350,00 ; R$808,00 ;87089300;30;11;19;58;PECA
66982 KIT 380mm - 11082\55080\33393 SEM MORINGA - VW TITAN;SACHS;Produto Acabado L.P.; R$ 450,00 ; R$1.798,00 ;87089300;30;11;19;58;PECA
66254 - KIT420mm F.F. mola membrana - 11254\55336\33327 - MBB1630/1632/2225/2325;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$1.894,00 ;87089300;30;11;19;58;PECA
11249 PLATÔ 280mm MBB 1113;SACHS;Produto Acabado L.P.; R$ 80,00 ; R$240,00 ;87089300;30;11;19;58;PECA
66535-KIT 430mm - 11097/55535/33377 - MBB AXOR 1933\2536 \ ATRON2729Basculante\;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$2.230,00 ;87089300;30;11;19;58;PECA
66558-3  KIT365mm EATON C/ MORINGA REFORÇADO -11558-3/55782-3/33394-3 FORD Cargo 1722e\1723e\2422e;EATON;Produto Acabado L.P.; R$ 400,00 ; R$1.336,00 ;87089300;30;11;19;58;PECA
11082 Plato Embreagem Dia 380 Aplicação Titan 18/23/26-310 Mola 045;SACHS;Produto Acabado L.P.; R$ 200,00 ; R$1.058,00 ;87089300;30;11;19;58;PECA
11713 - Plato De Embreagem IShift Volvo FH 400, 440 / Dia interno 260;SACHS;Produto Acabado L.P.; R$ 300,00 ; R$1.590,00 ;87089300;30;11;19;58;PECA
66085 - KIT 325mm - 11085\55585\33367 - VW 8.150 - 9.150;SACHS;Produto Acabado L.P.; R$ 350,00 ; R$652,00 ;87089300;30;11;19;58;PECA
66192 - KIT 330mm - 11192/55326/33324 - MBB1218\1418\2418;SACHS;Produto Acabado L.P.; R$ 344,50 ; R$689,00 ;87089300;30;11;19;58;PECA
55655 - DISCO 430mm MBB 1935;SACHS;Produto Acabado L.P.; R$ 250,00 ; R$952,00 ;87089300;30;11;19;58;PECA
33391 MANCAL 350/380mm sem moringa (aba do apoio estreita)- VW TITAN - KSW 101.05;SACHS;Produto Acabado L.P.; R$ 108,00 ; R$250,00 ;87089300;30;11;19;58;PECA
66544 KIT 395mm 11546\55767\33309 - MBB 1718M\Atego1719\OF1722;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$1.950,00 ;87089300;30;11;19;58;PECA
11204 PLATÔ 310MM PLACA FINA (NOVO);SACHS;Produto Acabado L.P.; R$ 80,00 ; R$160,00 ;87089300;30;11;19;58;PECA
55722 DISCO 430mm PRÉ(estria fina) Scania 124 série 4;SACHS;Produto Acabado L.P.; R$ 286,00 ; R$952,00 ;87089300;30;11;19;58;PECA
66106 KIT 280mm - 11106\55346\33358 - MBB1113;SACHS;Produto Acabado L.P.; R$ 220,00 ; R$547,00 ;87089300;30;11;19;58;PECA
11450 - SCANIA 430mm / 124 Serie 4 \G420-440\P310\K94 onibus;SACHS;Produto Acabado L.P.; R$ 250,00 ; R$1.112,00 ;87089300;30;11;19;58;PECA
11497 MBB 1634 OM 447 MFZ 430mm;SACHS;Produto Acabado L.P.; R$ 300,00 ; R$1.112,00 ;87089300;30;11;19;58;PECA
11981 VOLKS 24250 MFZ 380mm;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$427,50 ;87089300;30;11;19;58;PECA
66557-3 - KIT 365mm EATON C/ MORINGA - 11557-3/55781-3/33392-3 - FORD Cargo 1721\2217 - VW 12-170;EATON;Produto Acabado L.P.; R$ 400,00 ; R$1.336,00 ;87089300;30;11;19;58;PECA
55294-3 DISCO 395mm EATON REFORÇADO VW 31-260E(cubo alto) estria grossa;EATON;Produto Acabado L.P.; R$ 1,00 ; R$700,00 ;87089300;30;11;19;58;PECA
11201 - PLATÔ F.F. 420mm  SCANIA 112;SACHS;Produto Acabado L.P.; R$ 220,00 ; R$897,00 ;87089300;30;11;19;58;PECA
11413-1 PLATÔ 430mm VALEO - VOLVO FH / FM 13 4x2 D13 A 400 / 440 / 480 / 520;VALEO;Produto Acabado L.P.; R$ 1,00 ; R$1.316,00 ;87089300;30;11;19;58;PECA
33305-3 MANCAL395mm MODERNO(orelhinha/cabine nova) FORD CARGO 2428e/2429e - HCS 05P19 / KSW 101.74AC;EATON;Produto Acabado L.P.; R$ 205,00 ; R$399,00 ;87089300;30;11;19;58;PECA
33393 MANCAL380mm s/moringa bronze( aba de apoio larga);SACHS;Produto Acabado L.P.; R$ 100,00 ; R$250,00 ;87089300;30;11;19;58;PECA
66171 - KIT 310mm Alavanca F.F.- 11171/55391/33358 - MBB 1313\1513\1813;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$665,00 ;87089300;30;11;19;58;PECA
66012- KIT 350mm 11512\55035\33325 - MBB 1218\1620 \1621\1720 Motor OM366;SACHS;Produto Acabado L.P.; R$ 375,00 ; R$1.164,00 ;87089300;30;11;19;58;PECA
66579 - KIT 350mm - 11579\55723\ 33359 c/ MORINGA - FORD Cargo 1117\1317\2218;SACHS;Produto Acabado L.P.; R$ 250,00 ; R$1.235,00 ;87089300;30;11;19;58;PECA
66550- KIT 395mm 11546\55766\33309 -  MBB 1728 G221-9 \ 1620E\1622E\1718E\ 1722OH;SACHS;Produto Acabado L.P.; R$ 585,00 ; R$1.950,00 ;87089300;30;11;19;58;PECA
55317- 380mm O 371 / 2225;SACHS;Produto Acabado L.P.; R$ 207,00 ; R$690,00 ;87089300;30;11;19;58;PECA
11258  350mm F.F. Mola memb.- 11258/55335/33325 - MBB 1418\1620\1720 - IVECO eurocargo 160E21;SACHS;Produto Acabado L.P.; R$ 1,00 ;;87089300;30;11;19;58;PECA
KIT 280MM IVECO DAILY 35S14;SACHS;Produto Acabado L.P.; R$ 200,00 ; R$710,00 ;87089300;30;11;19;58;PECA
66314 - KIT 310mm - 11314\55391\33326 - MBB 712\715\812\ 914;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$726,00 ;87089300;30;11;19;58;PECA
11078 PLATÔ 380MM VW 17-210/FORD 1622 s/ moringa mola 159;SACHS;Produto Acabado L.P.; R$ 400,00 ; R$1.058,00 ;87089300;30;11;19;58;PECA
66546 KIT 395mm - 11546\55765\33309 - MBB 1725\1722;SACHS;Produto Acabado L.P.; R$ 1,00 ; R$1.847,00 ;87089300;30;11;19;58;PECA
55345 DISCO 420mm SCANIA T112;SACHS;Produto Acabado L.P.; R$ 259,00 ; R$700,00 ;87089300;30;11;19;58;PECA
66343 - KIT 362mm - 11343\55523\33309 - MB1218/1718C\916\Atego1419\Atron1319;SACHS;Produto Acabado L.P.; R$ 703,50 ; R$1.407,00 ;87089300;30;11;19;58;PECA
